company,cik,city,zip,entity_type,incorporated,young_company,industry,revenue_range,first_sale_date,filing_date,is_amendment,total_offering,amount_sold,num_investors,equity,debt,exemptions,related_people,file_num,accession,filing_url
"98Strong, Inc.",1902704,Princeton,08540,Corporation,2021,True,Other,"$1 - $1,000,000",2022-08-01,2022-08-11,False,1000000.0,250000.0,1,True,False,06c,Dina Brewer (Executive Officer/Director); John Racich (Director); Nick Bunn (Director); Andrew Mavis (Executive Officer/Director); Tom Mavis (Director),021-455643,0001902704-22-000002,https://www.sec.gov/Archives/edgar/data/1902704/000190270422000002/
AARH Investments LLC,1937384,Morris Plains,07950,Limited Liability Company,2021,True,Other,No Revenues,2022-06-20,2022-08-30,False,450000.0,225000.0,2,True,False,06b,Cheryl Semiz (Executive Officer/Director); Tyler Kempson (Executive Officer/Director); Timothy Jackson (Executive Officer/Director),021-457415,0001937384-22-000004,https://www.sec.gov/Archives/edgar/data/1937384/000193738422000004/
AC Brands LLC,1887428,Ocean Township,07712,Limited Liability Company,2021,True,Other,No Revenues,2021-10-13,2021-10-27,False,1000000.0,237000.0,9,True,False,06b,Pamela Gauchat (Executive Officer); Patrick Brady (Executive Officer); Nate Mehle (Executive Officer),021-418655,0001887428-21-000001,https://www.sec.gov/Archives/edgar/data/1887428/000188742821000001/
ADI East LLC,2059740,Carlstadt,07072,Limited Liability Company,2025,True,Manufacturing,Decline to Disclose,,2025-03-14,False,720432.0,600360.0,4,True,False,06b,Anthony Jollett (Executive Officer),021-540944,0002059740-25-000001,https://www.sec.gov/Archives/edgar/data/2059740/000205974025000001/
AIMG Corp,1980617,Marlboro,07746,Corporation,2023,True,Other Technology,Decline to Disclose,2023-05-24,2023-06-09,False,3000000.0,825000.0,10,True,False,06c,Adam Blaier (Executive Officer),021-483781,0001980617-23-000002,https://www.sec.gov/Archives/edgar/data/1980617/000198061723000002/
AIMR Analytics Inc,1944289,Englewood Cliffs,07632,Corporation,2018,True,Other,No Revenues,,2022-09-08,False,,0.0,0,False,False,06c,Steven Park (Director); Robert McGrath (Director); Kijoon Kim (Executive Officer); Augustine Hong (Director); Jonathan Trutter (Director); Lawrence Bates (Director),021-458299,0001944289-22-000002,https://www.sec.gov/Archives/edgar/data/1944289/000194428922000002/
AMATEC INC.,1977121,Newark,07102,Corporation,2023,True,Other,Decline to Disclose,2022-04-19,2023-05-10,False,250000.0,250000.0,1,False,False,06b,Mohsen Zehtabchian (Executive Officer/Director); Igor Stavrulov (Executive Officer/Director),021-481310,0001977121-23-000001,https://www.sec.gov/Archives/edgar/data/1977121/000197712123000001/
"AMICUS THERAPEUTICS, INC.",1178879,Princeton,08542,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2023-10-05,2023-10-16,False,29999985.0,29999985.0,2,True,False,06b,"John Crowley (Director); David Clark (Executive Officer); Eiry Roberts, M.D. (Director); Ellen Rosenberg (Executive Officer); Margaret McGlynn (Director); Craig Wheeler (Director); Michael Kelly (Director); Bradley Campbell (Executive Officer/Director); Michael Raab (Director); Simon Harford (Executive Officer); Glenn Sblendorio (Director); Burke Whitman (Director); Lynn Bleil (Director); Jeffrey Castelli, Ph.D. (Executive Officer)",021-494865,0001878646-23-000034,https://www.sec.gov/Archives/edgar/data/1178879/000187864623000034/
ANALYTICS USA INC.,1940360,Westwood,07675,Corporation,2022,True,Other Technology,No Revenues,2022-07-29,2022-08-10,False,300000.0,155000.0,3,True,False,4a5,Francis Lorenzo (Executive Officer/Director/Promoter),021-455421,0001214659-22-009805,https://www.sec.gov/Archives/edgar/data/1940360/000121465922009805/
AOA DX Inc.,1869920,Jersey City,07302,Corporation,2020,True,Biotechnology,Decline to Disclose,2021-02-26,2021-07-07,False,2500000.0,2500000.0,38,False,True,06b,Anna Milik Jeter (Executive Officer/Director); Alexander Fisher (Executive Officer/Director); Oriana Zoghbi-Harb (Executive Officer/Director),021-405436,0001869920-21-000001,https://www.sec.gov/Archives/edgar/data/1869920/000186992021000001/
AOA DX Inc.,1869920,Jersey City,07302,Corporation,2020,True,Biotechnology,Decline to Disclose,2021-11-03,2021-11-18,False,5000000.0,2639450.0,33,False,False,06b,Anna Milik Jeter (Executive Officer/Director); Surbhi Sarna (Director); Alexander Fisher (Executive Officer/Director); Oriana Zoghbi-Harb (Executive Officer/Director),021-421700,0001869920-21-000002,https://www.sec.gov/Archives/edgar/data/1869920/000186992021000002/
AR CPT Holdings Inc.,2057507,Hackensack,07601,Corporation,2025,True,Other Health Care,Decline to Disclose,2025-02-14,2025-02-24,False,19594855.0,19594855.0,8,True,False,06c,James Clark (Director); Frank Liporace (Director); Andrew Cothrel (Director); Edwin Diaz (Executive Officer); Demetri Soteropoulos (Executive Officer/Director); Salvatore Leo (Executive Officer/Director),021-539047,0002057507-25-000001,https://www.sec.gov/Archives/edgar/data/2057507/000205750725000001/
"ARUKA BIO, INC.",1991781,Princeton,08540,Corporation,2023,True,Other Health Care,Decline to Disclose,2023-08-25,2023-09-07,False,5500000.0,4000.0,1,True,False,06b,NARESHKUMAR JAIN (Executive Officer/Director); SIDDHARTHA MUKHERJEE (Executive Officer/Director),021-491560,0001991781-23-000001,https://www.sec.gov/Archives/edgar/data/1991781/000199178123000001/
"ARUKA BIO, INC.",1991781,Princeton,08540,Corporation,2023,True,Other Health Care,Decline to Disclose,2024-04-17,2024-04-24,False,3550000.0,3550000.0,7,True,False,06b,"SIDDHARTHA MUKHERJEE (Executive Officer/Director); NARESHKUMAR JAIN, PH.D. (Executive Officer/Director)",021-511497,0001991781-24-000001,https://www.sec.gov/Archives/edgar/data/1991781/000199178124000001/
"ASCENDIA PHARMACEUTICALS, INC.",1855888,New Brunswick,08902,Corporation,2021,True,Pharmaceuticals,Decline to Disclose,2021-04-07,2021-04-20,False,9999999.0,4999999.0,2,True,False,06b,Jingjun Huang (Executive Officer/Director),021-396377,0001855888-21-000001,https://www.sec.gov/Archives/edgar/data/1855888/000185588821000001/
"ASCENDIA PHARMACEUTICALS, INC.",1855888,New Brunswick,08902,Corporation,2021,True,Pharmaceuticals,Decline to Disclose,2022-07-01,2022-07-13,False,2499945.0,2499945.0,2,True,False,06b,Colin Foster (Director); Theron Odlaug (Director); Robert Bloder (Director); James Gale (Director); Jingjun Huang (Executive Officer/Director),021-452185,0001855888-22-000002,https://www.sec.gov/Archives/edgar/data/1855888/000185588822000002/
"ASCENDIA PHARMACEUTICALS, INC.",1855888,New Brunswick,08902,Corporation,2021,True,Pharmaceuticals,Decline to Disclose,2024-09-30,2024-10-11,False,2500638.0,2500638.0,2,True,False,06b,James Gale (Director); Shoufeng Li (Director); Jingjun Huang (Executive Officer/Director); Robert Bloder (Director); Theron Odlaug (Director),021-526630,0001855888-24-000001,https://www.sec.gov/Archives/edgar/data/1855888/000185588824000001/
"ASCENDIA PHARMACEUTICALS, INC.",1855888,New Brunswick,08902,Corporation,2021,True,Pharmaceuticals,Decline to Disclose,2025-05-22,2025-06-04,False,2500000.0,2500000.0,9,True,False,06b,Shoufeng Li (Director); James Gale (Director); Jingjun Huang (Executive Officer/Director); Theron Odlaug (Director); Robert Bloder (Director),021-548014,0001855888-25-000001,https://www.sec.gov/Archives/edgar/data/1855888/000185588825000001/
AUDIO IDEA LABS INC.,1921831,Sayreville,08872,Corporation,2021,True,Other Technology,Decline to Disclose,2022-03-24,2022-04-07,False,,45000.0,3,True,False,06c,Amine Nabi (Director); Amit Kukreja (Executive Officer/Director),021-440787,0001921831-22-000001,https://www.sec.gov/Archives/edgar/data/1921831/000192183122000001/
"Aadi Bioscience, Inc.",1422142,Morristown,07960,Corporation,overFiveYears,False,Biotechnology,Decline to Disclose,2025-03-04,2025-03-18,False,100002392.0,100002392.0,17,True,False,06b,Baiteng Zhao (Director); Scott Giacobello (Executive Officer); Caley Castelein (Director); Richard Maroun (Director); Bryan Ball (Executive Officer); Behzad Aghazadeh (Director); Emma Reeve (Director); Dave Lennon (Executive Officer/Director); David Dornan (Executive Officer); Mohammad Hirmand (Director); Karin Hehenberger (Director); Neil Desai (Director); Anupam Dalal (Director),021-541194,0002018445-25-000002,https://www.sec.gov/Archives/edgar/data/1422142/000201844525000002/
"Ablative Solutions, Inc.",1535723,Fair Haven,07704,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-03-31,2024-01-30,True,30000000.0,29333042.0,121,False,True,06b,Michael Fulton (Director); Paul Buckman (Director); David Fischell (Director); John Kerschen (Director); Andrew Tochterman (Director); Kate Rumrill (Executive Officer/Director); Lisa Mastromattei (Executive Officer); Geoff Pardo (Director); Ronald Bache (Director),021-478243,0001535723-24-000001,https://www.sec.gov/Archives/edgar/data/1535723/000153572324000001/
"Able Channel, Inc.",1798949,Cranford,07016,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2024-09-20,2026-02-06,True,5000000.0,551530.0,7,True,False,06b,Brian McCourt (Executive Officer); Paul Goggin (Executive Officer),021-533390,0001798949-26-000003,https://www.sec.gov/Archives/edgar/data/1798949/000179894926000003/
Acreto Cloud Corp.,1788940,Jersey City,07307,Corporation,2016,True,Other Technology,Decline to Disclose,2021-02-09,2021-08-10,False,3000000.0,2750000.0,15,True,False,06b,Thad Eidman (Executive Officer/Director); Babak Pasdar (Executive Officer/Director); Sinjin Jung (Director),021-409454,0001788940-21-000001,https://www.sec.gov/Archives/edgar/data/1788940/000178894021000001/
Acreto Cloud Corp.,1788940,Jersey City,07307,Corporation,overFiveYears,False,Other Technology,Decline to Disclose,2024-03-26,2024-04-10,False,6189364.0,5439364.0,10,True,False,06b,Joe Silva (Director); Babak Pasdar (Executive Officer/Director); Easwaran Sundaram (Director); Thad Eidman (Executive Officer/Director),021-510173,0001788940-24-000001,https://www.sec.gov/Archives/edgar/data/1788940/000178894024000001/
"Activate Partners, Inc.",1959979,Holmdel,07733,Corporation,2018,True,Other Technology,Decline to Disclose,2022-12-20,2023-01-03,False,1500000.0,1500000.0,1,True,False,06b,Dave Wise (Director); Chris Zaharis (Director); Anthony Rich (Director); Brian Giamo (Executive Officer/Director),021-469509,0001615594-23-000001,https://www.sec.gov/Archives/edgar/data/1959979/000161559423000001/
"Acuitive Technologies, Inc.",1864239,Allendale,07401,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2021-05-10,2022-05-25,True,4000000.0,3820000.0,35,True,True,06b,David Washburn (Executive Officer); Michael McCarthy (Executive Officer); Alex Khowaylo (Executive Officer),021-400663,0001864239-22-000002,https://www.sec.gov/Archives/edgar/data/1864239/000186423922000002/
"Acuitive Technologies, Inc.",1864239,Allendale,07401,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2022-07-28,2023-06-06,False,6180000.0,5755000.0,17,True,True,06b,Michael McCarthy (Executive Officer); David Washburn (Executive Officer); Alex Khowaylo (Executive Officer),021-483479,0001864239-23-000001,https://www.sec.gov/Archives/edgar/data/1864239/000186423923000001/
"Acuitive Technologies, Inc.",1864239,Allendale,07401,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-12-01,2023-12-08,False,18460435.0,12960435.0,1,True,False,06b,Alex Khowaylo (Executive Officer/Director); David Washburn (Executive Officer/Director); Gary Fischetti (Director); James Maylayter (Director); Vincent Forlenza (Director); Michael McCarthy (Executive Officer/Director),021-499125,0001864239-23-000002,https://www.sec.gov/Archives/edgar/data/1864239/000186423923000002/
"Acute Medical Management, Inc.",1886286,Sparta,07871,Corporation,2020,True,Other Health Care,Decline to Disclose,2022-05-18,2022-06-02,False,7875000.0,7083105.0,65,True,False,06b,Rick Poulton (Director/Promoter); David Schreck (Executive Officer/Director/Promoter); Thomas Leisher (Executive Officer/Director/Promoter); Michael Gerardi (Director),021-447800,0001886286-22-000001,https://www.sec.gov/Archives/edgar/data/1886286/000188628622000001/
"Acute Medical Management, Inc.",1886286,Sparta,07871,Corporation,2020,True,Other Health Care,Decline to Disclose,2024-07-03,2024-07-12,False,4000000.0,1945176.0,37,True,False,06b,Andrew Dellapi (Director); Michael Gerardi (Director); Thomas Leisher (Executive Officer/Director/Promoter); Rick Poulton (Director/Promoter); David Schreck (Executive Officer/Director/Promoter),021-518659,0001886286-24-000003,https://www.sec.gov/Archives/edgar/data/1886286/000188628624000003/
"Advanced Bio Development, Inc.",1696505,Englewood Cliffs,07632,Corporation,overFiveYears,False,Other,Decline to Disclose,2020-09-01,2021-05-27,True,16000000.0,14065879.0,23,False,True,06b,Scott Greene (Executive Officer); Michael Tannenbaum (Director); Michael Farello (Director); M. Todd Bartee (Director); Mark French (Executive Officer/Director); Kawhi Leonard (Director); Dennis Robertson (Director); Ralph Ferrante (Director),021-375082,0001213900-21-029677,https://www.sec.gov/Archives/edgar/data/1696505/000121390021029677/
"Advanced Surgery Center of Clifton, LLC",2051286,Clifton,07013,Limited Liability Company,overFiveYears,False,Other Health Care,Decline to Disclose,2024-12-30,2025-01-08,False,221900.0,69300.0,1,True,False,06b,"Gregory Gallina (Director); Kara Gaughan (Director); Bassam Hajjar (Director); Zamir Brelvi, M.D. (Director); Ladd Mark (Executive Officer/Director); Patrick Walker (Executive Officer/Director); Robert Cox (Executive Officer/Director); Jordan Anderson (Executive Officer/Director); Kamal Dutta, M.D. (Executive Officer/Director); Adrienne McCall (Executive Officer/Director); David Festi (Director); Seth Taylor (Director); Jose Guerrero (Director); Jordan Jones (Executive Officer/Director)",021-534558,0002051286-25-000001,https://www.sec.gov/Archives/edgar/data/2051286/000205128625000001/
"Advanta Health Solutions, Inc.",2007056,Newark,07102,Corporation,overFiveYears,False,Other Health Care,Decline to Disclose,2023-12-28,2024-01-10,False,486708.0,486708.0,1,True,False,06b,John Gayeski (Director); Courtenay Higgins (Executive Officer/Director); Daniel Matthies (Director),021-502014,0002007056-24-000001,https://www.sec.gov/Archives/edgar/data/2007056/000200705624000001/
Advantage Queens LIC Fund LLC,1949441,Hackensack,07601,Limited Liability Company,2022,True,Other Banking and Financial Services,Decline to Disclose,,2022-10-05,False,18400000.0,0.0,0,True,False,06b,Julia Park (Executive Officer); Victor Shum (Executive Officer),021-460836,0001949441-22-000001,https://www.sec.gov/Archives/edgar/data/1949441/000194944122000001/
Advantage Rose Hill Fund LLC,2107945,Hackensack,07601,Limited Liability Company,2025,True,Other Banking and Financial Services,Decline to Disclose,,2026-01-29,False,64000000.0,0.0,0,True,False,06b,Julia Park (Executive Officer); Victor Shum (Executive Officer),021-571688,0002107945-26-000001,https://www.sec.gov/Archives/edgar/data/2107945/000210794526000001/
Advantage Woodside Fund LLC,1976219,Hackensack,07601,Limited Liability Company,2023,True,Other Banking and Financial Services,Decline to Disclose,,2023-07-10,False,24000000.0,0.0,0,True,False,06b,Victor Shum (Executive Officer); Julia Park (Executive Officer),021-486326,0001976219-23-000001,https://www.sec.gov/Archives/edgar/data/1976219/000197621923000001/
"Advaxis, Inc.",1100397,Monmouth Junction,08852,Corporation,overFiveYears,False,Biotechnology,"$1,000,001 - $5,000,000",2021-04-14,2021-04-28,False,11093521.0,11093521.0,2,False,False,06b,Samir Khleif (Director); Richard Berman (Director); Igor Gitelman (Director); Andres Gutierrez (Executive Officer); Roni Appel (Director); Kenneth Berlin (Executive Officer/Director); David Sidransky (Director); James Patton (Director),021-397547,0001493152-21-009926,https://www.sec.gov/Archives/edgar/data/1100397/000149315221009926/
"Advaxis, Inc.",1100397,Monmouth Junction,08852,Corporation,overFiveYears,False,Biotechnology,"$1,000,001 - $5,000,000",2022-01-31,2022-02-11,False,4750000.0,4750000.0,6,True,False,06b,Kenneth Berlin (Executive Officer/Director); Samir Khleif (Director); Igor Gitelman (Executive Officer); Roni Appel (Director); James Patton (Director); Andres Gutierrez (Executive Officer); David Sidransky (Director); Richard Berman (Director),021-433189,0001493152-22-003846,https://www.sec.gov/Archives/edgar/data/1100397/000149315222003846/
Affix Advisory LLC,2088627,Guttenberg,07093,Limited Liability Company,2021,True,Other Technology,"$1 - $1,000,000",2025-10-21,2025-10-27,False,80000.0,80000.0,1,False,False,06b,Elisei Boguslavskii (Executive Officer),021-562181,0002088627-25-000001,https://www.sec.gov/Archives/edgar/data/2088627/000208862725000001/
"Agility Title, LLC",1611707,Morristown,07960,Limited Liability Company,overFiveYears,False,Other,Decline to Disclose,,2024-12-20,False,105200.0,0.0,0,True,False,06b,N/A Tyler Title LLC (Director); Luke Tyler (Director),021-532993,0001611707-24-000001,https://www.sec.gov/Archives/edgar/data/1611707/000161170724000001/
Agora Atlas Corp,2003428,Jersey City,07310,Corporation,2023,True,Other Technology,Decline to Disclose,2023-12-05,2023-12-14,False,12000000.0,7659994.0,10,True,False,06b,Nicholas Van Eck (Executive Officer/Director/Promoter); Andrew Evans (Executive Officer/Director/Promoter),021-499615,0002003428-23-000002,https://www.sec.gov/Archives/edgar/data/2003428/000200342823000002/
Agora Atlas Corp,2003428,Jersey City,07310,Corporation,2023,True,Other Technology,Decline to Disclose,2025-06-25,2025-07-07,False,49999980.0,49499986.0,3,True,False,06b,Joseph McGrady (Executive Officer); Robert Hadick (Director); Andrew Evans (Executive Officer/Director/Promoter); Nicholas Van Eck (Executive Officer/Director/Promoter),021-550875,0002003428-25-000002,https://www.sec.gov/Archives/edgar/data/2003428/000200342825000002/
Ain't Too Proud UK Ltd Liability Co,1951588,Summit,07901,Limited Liability Company,2022,True,Other,No Revenues,,2022-10-27,False,5900000.0,0.0,0,False,False,06b,Ira Pittelman (Executive Officer/Director); Tom Hulce (Executive Officer/Director); Stephen Gabriel (Executive Officer/Director),021-462947,0001951588-22-000001,https://www.sec.gov/Archives/edgar/data/1951588/000195158822000001/
"Airnoggin, Inc.",1875933,Paterson,07524,Corporation,2017,True,Retailing,Decline to Disclose,2021-07-23,2021-10-08,True,300000.0,240002.0,15,True,False,06b,Laurence Klein (Director); Jeffrey Klein (Executive Officer/Director); Robert Friedenrich (Director); David Blatte (Director),021-408300,0001875933-21-000006,https://www.sec.gov/Archives/edgar/data/1875933/000187593321000006/
Alacriti Payments Inc.,2108131,Bridgewater,08807,Corporation,2025,True,Business Services,Decline to Disclose,2026-01-06,2026-03-25,False,49999981.0,49999981.0,2,True,False,06b,Sai Raavi (Executive Officer); Manish Gurukula (Executive Officer),021-577582,0000929638-26-001141,https://www.sec.gov/Archives/edgar/data/2108131/000092963826001141/
Alexander Capital Ventures LLC,1682558,Colts Neck,07722,Limited Liability Company,2016,True,Other Banking and Financial Services,Decline to Disclose,2021-01-07,2021-01-19,False,7359740.0,7359740.0,86,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-386625,0001682558-21-000003,https://www.sec.gov/Archives/edgar/data/1682558/000168255821000003/
Alexander Capital Ventures LLC,1682558,Colts Neck,07722,Limited Liability Company,2016,True,Other Banking and Financial Services,Decline to Disclose,2021-01-07,2021-01-19,False,2262082.0,2262082.0,55,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-386624,0001682558-21-000002,https://www.sec.gov/Archives/edgar/data/1682558/000168255821000002/
Alexander Capital Ventures LLC,1682558,Colts Neck,07722,Limited Liability Company,2016,True,Other Banking and Financial Services,Decline to Disclose,2021-01-07,2021-01-19,False,5928500.0,5928500.0,75,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-386622,0001682558-21-000001,https://www.sec.gov/Archives/edgar/data/1682558/000168255821000001/
Alexander Capital Ventures LLC,1682558,Colts Neck,07722,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2021-10-25,2021-10-29,False,3892900.0,3892900.0,79,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-419280,0001682558-21-000025,https://www.sec.gov/Archives/edgar/data/1682558/000168255821000025/
Alexander Capital Ventures LLC,1682558,Colts Neck,07722,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2021-10-25,2021-10-29,False,5298500.0,5298500.0,91,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-419274,0001682558-21-000024,https://www.sec.gov/Archives/edgar/data/1682558/000168255821000024/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2022-11-30,2024-04-23,False,7213200.0,7213200.0,88,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-511402,0001682558-24-000003,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000003/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2023-09-01,2024-04-23,False,4449342.0,4449342.0,22,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-511405,0001682558-24-000004,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000004/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2023-11-06,2024-01-02,False,3193900.0,3193900.0,79,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-501239,0001682558-24-000001,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000001/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2023-12-01,2025-09-15,False,8511500.0,8511500.0,92,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-557506,0001682558-25-000012,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000012/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2023-12-06,2024-01-02,False,3158051.0,3158051.0,60,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-501242,0001682558-24-000002,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000002/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-06-18,2024-11-07,False,4183220.0,4183220.0,88,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-528910,0001682558-24-000011,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000011/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-06-20,2024-08-01,False,1679254.0,1679254.0,29,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-520395,0001682558-24-000009,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000009/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-06-20,2024-08-01,False,4886735.0,4886735.0,93,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-520383,0001682558-24-000006,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000006/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-06-20,2024-08-01,False,3794950.0,3794950.0,85,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-520368,0001682558-24-000005,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000005/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-06-28,2024-11-07,False,3717290.0,3717290.0,63,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-528912,0001682558-24-000012,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000012/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-07-03,2025-09-15,False,6995754.0,6995754.0,82,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-557511,0001682558-25-000013,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000013/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-07-11,2026-03-23,False,2529400.0,2529400.0,57,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-577279,0001682558-26-000001,https://www.sec.gov/Archives/edgar/data/1682558/000168255826000001/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-10-15,2024-11-06,False,1041870.0,1041870.0,18,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-528754,0001682558-24-000010,https://www.sec.gov/Archives/edgar/data/1682558/000168255824000010/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-12-01,2025-09-15,False,7213580.0,7213580.0,90,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-557515,0001682558-25-000014,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000014/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2024-12-03,2025-09-15,False,4994000.0,4994000.0,34,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-557518,0001682558-25-000015,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000015/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-02,2025-04-30,False,1724140.0,1724140.0,18,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544905,0001682558-25-000006,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000006/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-15,2025-04-28,False,5226115.0,5226115.0,74,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544653,0001682558-25-000002,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000002/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-15,2025-04-28,False,3375575.0,3375575.0,86,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544649,0001682558-25-000001,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000001/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-18,2025-04-30,False,7398543.0,7398543.0,94,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544901,0001682558-25-000005,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000005/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-18,2025-04-30,False,1060500.0,1060500.0,29,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544897,0001682558-25-000004,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000004/
Alexander Capital Ventures LLC,1682558,Red Bank,07701,Limited Liability Company,overFiveYears,False,Other Banking and Financial Services,Decline to Disclose,2025-04-18,2025-04-30,False,3364165.0,3364165.0,94,False,False,"06b, 3C, 3C.1",Jonathan Gazdak (Executive Officer),021-544894,0001682558-25-000003,https://www.sec.gov/Archives/edgar/data/1682558/000168255825000003/
